,ID,Molecular_Name,Covalent Warhead,n_obs,y,LogConcentration,Negative,Positive,theta,ASE,Variances,Outlier_Pos
10,ID_11,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[71.27263383 71.85246705 70.8432123  71.32533387 68.60670805 70.07625639
 60.6871498  61.91666183 36.00803242 36.64769668 13.17762681 13.35833363
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]","[73.11833418 74.47722273 72.22145003 71.84674889 72.57083605 70.18157659
 73.44949718 71.97095064 72.20990407 70.81236831 71.91343269 71.06999652
 71.87573597 71.99732135 70.51989069 70.57460696]","[0.         0.         0.         0.         0.         0.
 0.19483406 0.         0.         0.18545846 0.         0.
 0.1880814  0.17550266 0.18406804 0.20631401]",[ 6.89441675e-02  7.18656500e+01 -6.84436387e+00  1.47644428e+00],[0.02280302 0.19611269 0.00585977 0.02723709],[0.35110966 0.00841433 1.23300572],"[12, 13]"
11,ID_12,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[46.54 47.46 45.23 46.09 42.67 44.46 38.12 39.86 23.65 27.85  9.44  9.59
  0.19  0.2   0.    0.    0.    0.    0.    0.    0.    0.  ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]","[38.29 41.92 41.16 41.63 43.71 43.97 46.02 48.25 50.21 48.95 48.26 47.8
 46.05 46.03 41.63 41.4 ]","[0.   0.16 0.   0.17 0.14 0.   0.   0.   0.   0.16 0.   0.   0.   0.
 0.18 0.15]",[ 0.05874572 45.61504826 -6.79633266  1.49623672],[0.01944316 0.44090149 0.01810424 0.07731722],[1.24465210e+00 6.06407321e-03 1.21558753e+01],[]
12,ID_13,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[51.11814461 52.30317324 51.28609123 51.83537528 51.32981639 53.21430114
 47.02918592 49.15769379 30.22738513 39.64424849  5.13078234  5.54688875
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]","[41.29644473 47.35000539 46.77796885 44.29124719 49.48596529 48.26935459
 50.01658673 51.12082062 42.26721675 50.78670334]","[0.13161513 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.        ]",[ 8.56124712e-03  5.18414880e+01 -6.82082890e+00  2.18313918e+00],[0.00846885 0.2514215  0.01677166 0.07505185],[3.47291428e-01 1.07789253e-03 3.28954208e+01],"[8, 9]"
13,ID_14,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[46.09249882 49.13615708 46.36128249 47.28171556 44.65214791 47.46860093
 40.73127127 43.11235978 28.43630672 31.04212914  7.39754969  7.93243293
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]","[45.67596779 41.72916089 45.17878071 45.51261862 50.77475799 46.01310992
 48.79096593 49.10323354 48.72582409 45.31923894 46.06183166 46.3544438
 48.13212633 49.53876792 45.79830528 43.4783702 ]","[0.         0.         0.         0.         0.         0.
 0.16000968 0.16908808 0.         0.         0.18288571 0.
 0.17191519 0.         0.16219437 0.        ]",[ 0.05182043 46.65491182 -6.74916715  1.9012504 ],[0.01961375 0.35206958 0.01422747 0.10417575],[1.16229963 0.00617368 5.28030649],[]
14,ID_15,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[49.8061753  50.8912769  50.72731541 51.86689143 46.81094976 47.97052912
 47.36125063 49.69933069 48.97203812 50.9559094   3.51452556  6.71586028
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-5.22701316e-08  4.95061671e+01 -6.43936449e+00  1.72940283e+01],[4.13964409e-01 4.62805527e-01 1.28740158e+03 4.10313904e+05],[1.71357994],[]
15,ID_16,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 5.94132191 52.91161961 48.58239051 48.96665649 46.64003644 46.79049575
 38.83346096 40.39040409  5.03330347 19.11412489 15.5556254  22.35684226
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ 0.08726005 53.27977199 -7.0497216   1.0263544 ],[2.16501627 4.66093468 0.13473715 0.28641081],[31.78985544],[0]
16,ID_17,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[48.23 48.41 47.45 48.55 44.01 44.89 39.63 42.88 38.91 39.93  8.73 11.3
  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.  ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.137531   46.46402501 -6.5906108   2.69796708],[0.46749042 0.55274088 0.01853498 0.20168255],[2.05803404],[6]
17,ID_18,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[55.29218976 55.96144074 43.14749676 53.83486421 43.99861164 45.1502113
 24.40846575 26.94966405  6.28036892  8.08022567  1.56726865  1.56849875
  1.55556112  1.75522703  1.58110709  1.84640795  1.93891741  2.24995025
  1.956276    2.13908636 94.01431056 95.98376921]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]","[53.94126044 55.48903574 54.2510164  54.49278907 54.39471951 55.07234838
 54.59238123 57.45332891 55.99521518 55.41523149 55.89889678 55.40807547
 56.32895872 55.79786672 56.24981616 57.04409392]",[0.14 0.15 0.13 0.13 0.15 0.16 0.14 0.13 0.15 0.15],[ 0.14301584 55.45927823 -7.4081939   1.36020125],[0.00317803 0.24192248 0.03086302 0.12094545],[6.19784062e+00 1.01000251e-04 9.50165125e-01],"[20, 21]"
18,ID_19,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[50.21481888 51.97421138 48.56166278 49.48261921 44.92648375 45.92717171
 34.40932845 39.21476927  8.08960245 12.17249721 16.9858329  19.37775251
  0.30508148  0.62854586  0.16530793  0.27017711  0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]","[45.28777766 45.37890549 45.50388418 46.81495107 48.53640923 48.38693237
 48.52979186 49.85027242 50.83302582 49.52985723 50.06869914 50.79880649
 50.24525792 48.66186702 49.31760673 49.09384678]","[0.13642953 0.15178249 0.13381402 0.12843334 0.14541043 0.15572842
 0.13811689 0.13149221 0.15322712 0.14921271]",[ 0.1423701  48.66450761 -7.10110987  1.69720174],[0.00296668 0.43824514 0.04636981 0.35918142],[1.28745932e+01 8.80126009e-05 3.26334162e+00],[11]
19,ID_20,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[70.9117394  73.02128952 68.55682769 69.27873561 66.02180572 68.67941157
 55.81558075 55.86683067 35.9364148  39.81397422 30.14573876 30.84223507
  0.27632201  0.63954859  0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-1.98502323 71.69961053 -6.71405     0.98523248],[1.87750806 2.524437   0.0674716  0.1395101 ],[18.76423683],[]
20,ID_21,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[70.76362035 71.79498689 70.54837048 71.70604387 68.5302916  70.01988724
 61.75657125 64.22965748 52.15555424 52.25899327 11.05809524 11.54787643
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.23351299 70.04407848 -6.67492474  2.40559483],[0.41633978 0.49549384 0.01101447 0.1070148 ],[1.60669436],[6]
21,ID_22,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[68.99624422 70.41056897 68.68689846 68.86870971 68.57111516 68.71343949
 63.00201661 63.06259292 30.87748371 40.32884637 34.78283981 37.29848129
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-1.87150452 70.66896888 -6.62664617  1.0715545 ],[2.64783536 3.23505022 0.09018433 0.21734055],[39.02937346],[]
22,ID_23,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[52.7233203  55.7486861  53.34410675 55.49846962 51.90115638 53.35029556
 44.92053992 46.04136351 29.87217182 30.48143756  7.37105255  8.27519292
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.4553501  53.97786793 -6.82037147  1.6206357 ],[0.39385998 0.51391857 0.01579716 0.08577965],[1.32567233],[]
23,ID_24,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[38.89357935 39.26403073 38.17572554 38.33638619 37.63676795 38.48950565
 34.6995144  36.37237395 22.70104071 25.94027239  9.83812179 11.90510544
  0.21478529  1.20011518  0.         23.24242569  0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ 0.52879946 38.74837351 -6.70527928  1.5742304 ],[0.43804237 0.50746193 0.02376714 0.11665962],[1.39298116],[15]
24,ID_25,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[37.71771552 38.52220235 37.49487922 38.19347773 33.37362284 33.48741517
 24.93618618 28.22194399  9.27066503 13.49676518  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.38300586 37.59095941 -7.10535462  1.61474218],[0.4355711  0.69370889 0.02780315 0.14259754],[1.85465577],[]
25,ID_26,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[35.60369282 36.27752737 34.69541484 35.28663306 35.2613504  35.36252446
 30.24393083 31.04486808  2.86377183 13.94797107  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-2.02205068e-02  3.54436254e+01 -7.12163117e+00  3.73489159e+00],[0.09936058 0.14107409 0.08866171 1.55009584],[0.10256557],"[8, 9]"
26,ID_27,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[30.51026615 35.0699681  33.2997475  35.12503937 31.68065444 32.76445107
 26.02386538 28.73003688 18.13314647 18.76265666  0.55034836  0.58467807
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.36521004 32.57715191 -6.84258879  2.14489208],[0.54014235 0.68846687 0.03024939 0.32663677],[2.7973296],[]
27,ID_28,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[35.80588521 37.73704424 35.683749   36.35240316 31.95716588 32.505273
 26.75242071 28.47471558 23.77363724 25.60070414  1.56271645  1.77315056
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.09874978 34.1963693  -6.74043801  3.22990496],[0.60400496 0.72349693 0.03208551 0.63743121],[3.56346179],[6]
28,ID_29,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[61.12906393 63.26220163 62.07422268 63.80666802 59.38032194 59.60770448
 53.52364813 54.57509037 40.28582616 41.94220583 16.07943702 16.12335301
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]","[56.23582766 55.58336355 57.30212822 55.53939552 55.34456772 53.78817882
 58.93140501 59.82775319 57.83457677 56.59169526 58.55894214 59.68578004
 58.17021251 59.63228622 61.26322581 62.07382441]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.49152275 0.         0.         0.
 0.         0.         0.        ]",[ 3.11457206e-02  5.94759225e+01 -6.66076624e+00  1.72026952e+00],[0.03161848 0.50198421 0.01974686 0.1058151 ],[3.26532174 0.01503519 7.45507584],[]
